ID,SKU,Name,Published,Short description,description,In stock?,Stock,Sale price,Regular price,Categories
701,MP02-34-Red,Viktor LumaTech&trade; Pant-34-Red,1,,<p>You'll love the new Viktor LumaTech&trade; Pant with featherweight fleece fabric lining and stretchy sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training with reflective trim for a safe finish.</p> <p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>,1,100,,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing
702,MP02-36-Blue,Viktor LumaTech&trade; Pant-36-Blue,1,,<p>You'll love the new Viktor LumaTech&trade; Pant with featherweight fleece fabric lining and stretchy sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training with reflective trim for a safe finish.</p> <p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>,1,100,,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing
703,MP02-36-Gray,Viktor LumaTech&trade; Pant-36-Gray,1,,<p>You'll love the new Viktor LumaTech&trade; Pant with featherweight fleece fabric lining and stretchy sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training with reflective trim for a safe finish.</p> <p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>,1,100,,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing
704,MP02-36-Red,Viktor LumaTech&trade; Pant-36-Red,1,,<p>You'll love the new Viktor LumaTech&trade; Pant with featherweight fleece fabric lining and stretchy sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training with reflective trim for a safe finish.</p> <p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>,1,100,,46,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Performance Fabrics|Clothing
718,MP03,Geo Insulated Jogging Pant,1,This is a variable product called a Geo Insulated Jogging Pant,"<p>In the cold even the toughest guys shiver unless they're in the Geo Insulated Jogging Pant. Lightweight and wind resistant they block brutal wind gusts and warm you to the bone. Breathable mesh keeps them dry on the inside.</p> <p>&bull; Black polyester spandex pants with zipper pockets.<br />&bull; Reflective safety accents. <br />&bull; Loose fit.<br />&bull; On-seam pockets. <br />&bull; 8"" leg zips. 32"" inseam. <br />&bull; Machine wash/dry.</p>",1,0,,51,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
706,MP03-32-Blue,Geo Insulated Jogging Pant-32-Blue,1,,"<p>In the cold even the toughest guys shiver unless they're in the Geo Insulated Jogging Pant. Lightweight and wind resistant they block brutal wind gusts and warm you to the bone. Breathable mesh keeps them dry on the inside.</p> <p>&bull; Black polyester spandex pants with zipper pockets.<br />&bull; Reflective safety accents. <br />&bull; Loose fit.<br />&bull; On-seam pockets. <br />&bull; 8"" leg zips. 32"" inseam. <br />&bull; Machine wash/dry.</p>",1,100,,51,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
707,MP03-32-Green,Geo Insulated Jogging Pant-32-Green,1,,"<p>In the cold even the toughest guys shiver unless they're in the Geo Insulated Jogging Pant. Lightweight and wind resistant they block brutal wind gusts and warm you to the bone. Breathable mesh keeps them dry on the inside.</p> <p>&bull; Black polyester spandex pants with zipper pockets.<br />&bull; Reflective safety accents. <br />&bull; Loose fit.<br />&bull; On-seam pockets. <br />&bull; 8"" leg zips. 32"" inseam. <br />&bull; Machine wash/dry.</p>",1,100,,51,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
728,MP04-36-Black,Supernova Sport Pant-36-Black,1,,<p>Turn the corner and open it up -- your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech&trade; fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.</p> <p>&bull; Dark heather gray straight leg cotton pants.<br />&bull; Relaxed fit. <br />&bull; Internal drawstring. <br />&bull; Machine wash/dry.</p>,1,100,,45,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
729,MP04-36-Gray,Supernova Sport Pant-36-Gray,1,,<p>Turn the corner and open it up -- your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech&trade; fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.</p> <p>&bull; Dark heather gray straight leg cotton pants.<br />&bull; Relaxed fit. <br />&bull; Internal drawstring. <br />&bull; Machine wash/dry.</p>,1,100,,45,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
730,MP04-36-Green,Supernova Sport Pant-36-Green,1,,<p>Turn the corner and open it up -- your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech&trade; fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.</p> <p>&bull; Dark heather gray straight leg cotton pants.<br />&bull; Relaxed fit. <br />&bull; Internal drawstring. <br />&bull; Machine wash/dry.</p>,1,100,,45,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
744,MP05,Kratos Gym Pant,1,This is a variable product called a Kratos Gym Pant,<p>Like it's namesake god of strength the Kratos Gym Pant help you bring your best to bear on weight-based plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.</p> <p>&bull; Navy cotton straight leg pants.<br />&bull; Relaxed fit. <br />&bull; 2 side-seam pockets. <br />&bull; Internal zip pocket. <br />&bull; Drawstring waist. <br />&bull; Machine wash/dry.</p>,1,0,,57,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
732,MP05-32-Black,Kratos Gym Pant-32-Black,1,,<p>Like it's namesake god of strength the Kratos Gym Pant help you bring your best to bear on weight-based plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.</p> <p>&bull; Navy cotton straight leg pants.<br />&bull; Relaxed fit. <br />&bull; 2 side-seam pockets. <br />&bull; Internal zip pocket. <br />&bull; Drawstring waist. <br />&bull; Machine wash/dry.</p>,1,100,,57,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
733,MP05-32-Blue,Kratos Gym Pant-32-Blue,1,,<p>Like it's namesake god of strength the Kratos Gym Pant help you bring your best to bear on weight-based plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.</p> <p>&bull; Navy cotton straight leg pants.<br />&bull; Relaxed fit. <br />&bull; 2 side-seam pockets. <br />&bull; Internal zip pocket. <br />&bull; Drawstring waist. <br />&bull; Machine wash/dry.</p>,1,100,,57,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
734,MP05-32-Green,Kratos Gym Pant-32-Green,1,,<p>Like it's namesake god of strength the Kratos Gym Pant help you bring your best to bear on weight-based plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.</p> <p>&bull; Navy cotton straight leg pants.<br />&bull; Relaxed fit. <br />&bull; 2 side-seam pockets. <br />&bull; Internal zip pocket. <br />&bull; Drawstring waist. <br />&bull; Machine wash/dry.</p>,1,100,,57,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
757,MP06,Mithra Warmup Pant,1,This is a variable product called a Mithra Warmup Pant,<p>When you're not sure you're up to the weather don the Mithra Warmup Pant for a confidence boost. Its supersoft stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed easy-wear fit with handy ankle zips.</p> <p>&bull; Ankle zips.<br />&bull; Elasticized waistband with draw cord.<br />&bull; Dual hand pockets.<br />&bull; Reflective elements for low-light safety.</p>,1,0,,28,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Eco Friendly|Clothing
745,MP06-32-Gray,Mithra Warmup Pant-32-Gray,1,,<p>When you're not sure you're up to the weather don the Mithra Warmup Pant for a confidence boost. Its supersoft stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed easy-wear fit with handy ankle zips.</p> <p>&bull; Ankle zips.<br />&bull; Elasticized waistband with draw cord.<br />&bull; Dual hand pockets.<br />&bull; Reflective elements for low-light safety.</p>,1,100,,28,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Eco Friendly|Clothing
746,MP06-32-Green,Mithra Warmup Pant-32-Green,1,,<p>When you're not sure you're up to the weather don the Mithra Warmup Pant for a confidence boost. Its supersoft stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed easy-wear fit with handy ankle zips.</p> <p>&bull; Ankle zips.<br />&bull; Elasticized waistband with draw cord.<br />&bull; Dual hand pockets.<br />&bull; Reflective elements for low-light safety.</p>,1,100,,28,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Eco Friendly|Clothing
747,MP06-32-Orange,Mithra Warmup Pant-32-Orange,1,,<p>When you're not sure you're up to the weather don the Mithra Warmup Pant for a confidence boost. Its supersoft stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed easy-wear fit with handy ankle zips.</p> <p>&bull; Ankle zips.<br />&bull; Elasticized waistband with draw cord.<br />&bull; Dual hand pockets.<br />&bull; Reflective elements for low-light safety.</p>,1,100,,28,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Eco Friendly|Clothing
756,MP06-36-Orange,Mithra Warmup Pant-36-Orange,1,,<p>When you're not sure you're up to the weather don the Mithra Warmup Pant for a confidence boost. Its supersoft stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed easy-wear fit with handy ankle zips.</p> <p>&bull; Ankle zips.<br />&bull; Elasticized waistband with draw cord.<br />&bull; Dual hand pockets.<br />&bull; Reflective elements for low-light safety.</p>,1,100,,28,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Eco Friendly|Clothing
770,MP07,Thorpe Track Pant,1,This is a variable product called a Thorpe Track Pant,<p>Thirty degree temps are chilly for most except when you're in Thorpe Track Pants. These top-of-the-line track bottoms are made from fast-drying weather-resistant fabric with an internal breathable layer of mesh nylon to wick away moisture.</p> <p>&bull; Moisture transfer properties. <br />&bull; 7% stretch.<br />&bull; Reflective safety trim.<br />&bull; Elastic drawcord waist.</p>,1,0,,68,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
758,MP07-32-Black,Thorpe Track Pant-32-Black,1,,<p>Thirty degree temps are chilly for most except when you're in Thorpe Track Pants. These top-of-the-line track bottoms are made from fast-drying weather-resistant fabric with an internal breathable layer of mesh nylon to wick away moisture.</p> <p>&bull; Moisture transfer properties. <br />&bull; 7% stretch.<br />&bull; Reflective safety trim.<br />&bull; Elastic drawcord waist.</p>,1,100,,68,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
759,MP07-32-Blue,Thorpe Track Pant-32-Blue,1,,<p>Thirty degree temps are chilly for most except when you're in Thorpe Track Pants. These top-of-the-line track bottoms are made from fast-drying weather-resistant fabric with an internal breathable layer of mesh nylon to wick away moisture.</p> <p>&bull; Moisture transfer properties. <br />&bull; 7% stretch.<br />&bull; Reflective safety trim.<br />&bull; Elastic drawcord waist.</p>,1,100,,68,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
783,MP08,Zeppelin Yoga Pant,1,This is a variable product called a Zeppelin Yoga Pant,<p>Climb every mountain or hold every pose in the all-purpose Zepellin Yoga Pant. With its thin fleece interior and smooth layer-friendly surface you'll get all the comfort and versatility you need.</p> <p>&bull; Smooth exterior for easy over-layering.<br />&bull; Brushed fleece interior insulates and wicks. <br />&bull; No-roll elastic waistband with inner drawstring.<br />&bull; Chafe-resistant flatlock seams.</p>,1,0,,82,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
771,MP08-32-Blue,Zeppelin Yoga Pant-32-Blue,1,,<p>Climb every mountain or hold every pose in the all-purpose Zepellin Yoga Pant. With its thin fleece interior and smooth layer-friendly surface you'll get all the comfort and versatility you need.</p> <p>&bull; Smooth exterior for easy over-layering.<br />&bull; Brushed fleece interior insulates and wicks. <br />&bull; No-roll elastic waistband with inner drawstring.<br />&bull; Chafe-resistant flatlock seams.</p>,1,100,,82,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
772,MP08-32-Green,Zeppelin Yoga Pant-32-Green,1,,<p>Climb every mountain or hold every pose in the all-purpose Zepellin Yoga Pant. With its thin fleece interior and smooth layer-friendly surface you'll get all the comfort and versatility you need.</p> <p>&bull; Smooth exterior for easy over-layering.<br />&bull; Brushed fleece interior insulates and wicks. <br />&bull; No-roll elastic waistband with inner drawstring.<br />&bull; Chafe-resistant flatlock seams.</p>,1,100,,82,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
773,MP08-32-Red,Zeppelin Yoga Pant-32-Red,1,,<p>Climb every mountain or hold every pose in the all-purpose Zepellin Yoga Pant. With its thin fleece interior and smooth layer-friendly surface you'll get all the comfort and versatility you need.</p> <p>&bull; Smooth exterior for easy over-layering.<br />&bull; Brushed fleece interior insulates and wicks. <br />&bull; No-roll elastic waistband with inner drawstring.<br />&bull; Chafe-resistant flatlock seams.</p>,1,100,,82,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing
792,MP09-34-Red,Livingston All-Purpose Tight-34-Red,1,,<p>It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.</p> <p>&bull; Breathable stretch organic cotton/spandex.<br />&bull; Compression fit<br />&bull; Hidden key pocket<br />&bull; Elastic waist with internal drawcord.</p>,1,100,,75,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing
793,MP09-36-Black,Livingston All-Purpose Tight-36-Black,1,,<p>It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.</p> <p>&bull; Breathable stretch organic cotton/spandex.<br />&bull; Compression fit<br />&bull; Hidden key pocket<br />&bull; Elastic waist with internal drawcord.</p>,1,100,,75,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing
794,MP09-36-Blue,Livingston All-Purpose Tight-36-Blue,1,,<p>It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.</p> <p>&bull; Breathable stretch organic cotton/spandex.<br />&bull; Compression fit<br />&bull; Hidden key pocket<br />&bull; Elastic waist with internal drawcord.</p>,1,100,,75,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing
795,MP09-36-Red,Livingston All-Purpose Tight-36-Red,1,,<p>It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.</p> <p>&bull; Breathable stretch organic cotton/spandex.<br />&bull; Compression fit<br />&bull; Hidden key pocket<br />&bull; Elastic waist with internal drawcord.</p>,1,100,,75,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing
809,MP10,Orestes Yoga Pant ,1,This is a variable product called a Orestes Yoga Pant ,<p>The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.</p> <p>&bull; A yoga essential.<br />&bull; Breathable stretch organic cotton/spandex.<br />&bull; Standard Fit.</p>,1,0,,66,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing
797,MP10-32-Black,Orestes Yoga Pant -32-Black,1,,<p>The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.</p> <p>&bull; A yoga essential.<br />&bull; Breathable stretch organic cotton/spandex.<br />&bull; Standard Fit.</p>,1,100,,66,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing
798,MP10-32-Blue,Orestes Yoga Pant -32-Blue,1,,<p>The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.</p> <p>&bull; A yoga essential.<br />&bull; Breathable stretch organic cotton/spandex.<br />&bull; Standard Fit.</p>,1,100,,66,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing
818,MP11-34-Green,Aether Gym Pant -34-Green,1,,<p>The Aether Gym Pant is built for the studio but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior the Aether is ready for all comers.</p> <p>&bull; Pants/shorts convertible.<br />&bull; Lightweight moisture wicking. <br />&bull; Water repellent.<br />&bull; Belted waist.</p>,1,100,,74,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing
819,MP11-36-Blue,Aether Gym Pant -36-Blue,1,,<p>The Aether Gym Pant is built for the studio but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior the Aether is ready for all comers.</p> <p>&bull; Pants/shorts convertible.<br />&bull; Lightweight moisture wicking. <br />&bull; Water repellent.<br />&bull; Belted waist.</p>,1,100,,74,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing
820,MP11-36-Brown,Aether Gym Pant -36-Brown,1,,<p>The Aether Gym Pant is built for the studio but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior the Aether is ready for all comers.</p> <p>&bull; Pants/shorts convertible.<br />&bull; Lightweight moisture wicking. <br />&bull; Water repellent.<br />&bull; Belted waist.</p>,1,100,,74,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing
821,MP11-36-Green,Aether Gym Pant -36-Green,1,,<p>The Aether Gym Pant is built for the studio but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior the Aether is ready for all comers.</p> <p>&bull; Pants/shorts convertible.<br />&bull; Lightweight moisture wicking. <br />&bull; Water repellent.<br />&bull; Belted waist.</p>,1,100,,74,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing
835,MP12,Cronus Yoga Pant ,1,This is a variable product called a Cronus Yoga Pant ,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,0,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
823,MP12-32-Black,Cronus Yoga Pant -32-Black,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
824,MP12-32-Blue,Cronus Yoga Pant -32-Blue,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
825,MP12-32-Red,Cronus Yoga Pant -32-Red,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
826,MP12-33-Black,Cronus Yoga Pant -33-Black,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
827,MP12-33-Blue,Cronus Yoga Pant -33-Blue,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
828,MP12-33-Red,Cronus Yoga Pant -33-Red,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
829,MP12-34-Black,Cronus Yoga Pant -34-Black,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
830,MP12-34-Blue,Cronus Yoga Pant -34-Blue,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
831,MP12-34-Red,Cronus Yoga Pant -34-Red,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
832,MP12-36-Black,Cronus Yoga Pant -36-Black,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
833,MP12-36-Blue,Cronus Yoga Pant -36-Blue,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
834,MP12-36-Red,Cronus Yoga Pant -36-Red,1,,<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga gym and lounge the Cronus Yoga Pant is a loose-fitting classic-style pant made from a lightweight blend of cotton recycled polyester and a touch of Spandex for the stretch factor.</p> <p>&bull; Drawstring waist.<br />&bull; Loose straight-leg fit.<br />&bull; Lightweight cotton-recycled blend.<br />&bull; Front pockets with stitching detail.<br />&bull; Elastic ankle.</p>,1,100,,48,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
513,MS01,Aero Daily Fitness Tee,1,This is a variable product called a Aero Daily Fitness Tee,<p>Need an everyday action tee that helps keep you dry? The Aero Daily Fitness Tee is made of 100% polyester wicking knit that funnels moisture away from your skin. Don't be fooled by its classic style; this tee hides premium performance technology beneath its unassuming look.</p> <p>Relaxed fit. <br />Short-Sleeve. <br />Machine wash/dry.</p>,1,0,,24,Clothing>Men>Tops>Tees
507,MS01-L-Black,Aero Daily Fitness Tee-L-Black,1,,<p>Need an everyday action tee that helps keep you dry? The Aero Daily Fitness Tee is made of 100% polyester wicking knit that funnels moisture away from your skin. Don't be fooled by its classic style; this tee hides premium performance technology beneath its unassuming look.</p> <p>Relaxed fit. <br />Short-Sleeve. <br />Machine wash/dry.</p>,1,100,,24,Clothing>Men>Tops>Tees
